english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
further (more distant),adjective,ఇంకొక / మరింత / అదనపు / దూరపు,iṁkoka / mariṁta / adanapu / dūrapu,,a2
future (adjective),adjective,భవిష్యత్ / రాబోయే / ముందున్న,bhaviṣyat / rābōyē / muṁdunna,,a2
"future (time, noun)",adjective,భవిష్యత్తు / ముందు కాలం / రాబోయే కాలం,bhaviṣyattu / muṁdu kālaṁ / rābōyē kālaṁ,,a2
gallery (digital photo collection),noun,గ్యాలరీ / చిత్రమాలిక / ఫోటోల సేకరణ,gyālarī / citramālika / phōṭōla sēkaraṇa,,a2
"gap (difference, disparity)",noun,తేడా / వ్యత్యాసం / అంతరం,tēḍā / vyatyāsaṁ / aṁtaraṁ,,a2
gap (time interval),noun,విరామం / అంతరం / మధ్యకాలం,virāmaṁ / aṁtaraṁ / madhyakālaṁ,,a2
gas (fuel for vehicle),noun,పెట్రోల్ / గ్యాస్ / ఇంధనం,peṭrōl / gyās / iṁdhanaṁ,,a2
gate,noun,గేటు / ద్వారం / వాకిలి,gēṭu / dvāraṁ / vākili,,a2
general,adjective,సాధారణ / సామాన్య / సార్వత్రిక,sādhāraṇa / sāmānya / sārvatrika,,a2
"gift (present, item)",noun,బహుమతి / కానుక,bahumati / kānuka,,a2
"gift (talent, natural ability)",noun,ప్రతిభ / నైపుణ్యం / వరం,pratibha / naipuṇyaṁ / varaṁ,,a2
goal (sports score),noun,గోల్ / పాయింట్ / లక్ష్యం,gōl / pāyiṁṭ / lakṣyaṁ,,a2
god (female deity),noun,దేవత / అమ్మవారు / దేవి,dēvata / ammavāru / dēvi,,a2
gold,noun,బంగారం / స్వర్ణం / కనకం,baṁgāraṁ / svarṇaṁ / kanakaṁ,,a2
gold (color),adjective,బంగారు రంగు / స్వర్ణ రంగు,baṁgāru raṁgu / svarṇa raṁgu,,a2
gold (made of the metal),adjective,బంగారు / స్వర్ణ,baṁgāru / svarṇa,,a2
golf,noun,గోల్ఫ్,gōlph,,a2
good (benefit or welfare),noun,మేలు / మంచి / శ్రేయస్సు,mēlu / maṁci / śrēyassu,,a2
good (moral quality),noun,మంచితనం / ధర్మం / సద్గుణం,maṁcitanaṁ / dharmaṁ / sadguṇaṁ,,a2
government,noun,ప్రభుత్వం / సర్కారు / పాలన,prabhutvaṁ / sarkāru / pālana,,a2
grass,noun,గడ్డి / పచ్చిక,gaḍḍi / paccika,,a2
grave (burial site),adjective,సమాధి / గోరీ / ఖననం,samādhi / gōrī / khananaṁ,,a2
grey (hair due to age),noun,నెరసిన జుట్టు / తెల్లజుట్టు,nerasina juṭṭu / tellajuṭṭu,,a2
"grey (hair, aging)",adjective,నెరసిన / తెల్లబడిన,nerasina / tellabaḍina,,a2
"ground (field, area)",noun,మైదానం / స్థలం / నేల,maidānaṁ / sthalaṁ / nēla,,a2
guest,noun,అతిథి,atithi,,a2
"guide (manual, handbook)",noun,మార్గదర్శిని / గైడ్,mārgadarśini / gaiḍ,,a2
guide (person),noun,మార్గదర్శి / గైడ్,mārgadarśi / gaiḍ,,a2
gun,noun,తుపాకీ / గన్,tupākī / gan,,a2
guys (plural address),noun,మిత్రులారా / అందరూ,mitrulārā / aṁdarū,,a2
habit,noun,అలవాటు,alavāṭu,,a2
"hair (body, fur)",noun,రోమాలు / బొచ్చు,rōmālu / boccu,,a2
half (partially),adverb,సగం / పాక్షికంగా,sagaṁ / pākṣikaṁgā,,a2
half (quantifier),adverb,సగం / అర్ధ,sagaṁ / ardha,,a2
"hall (entrance passage, vestibule)",noun,హాల్ / వరండా,hāl / varaṁḍā,,a2
"hall (large assembly room, building)",noun,హాల్ / సభా మందిరం,hāl / sabhā maṁdiraṁ,,a2
happily (willingly),adverb,సంతోషంగా / ఇష్టంగా / ఆనందంగా,saṁtōṣaṁgā / iṣṭaṁgā / ānaṁdaṁgā,,a2
"heart (emotions, spirit)",noun,మనసు / హృదయం,manasu / hr̥dayaṁ,,a2
heart (organ),noun,గుండె / హృదయం,guṁḍe / hr̥dayaṁ,,a2
heat,noun,వేడి / ఉష్ణం,vēḍi / uṣṇaṁ,,a2
heavy (in weight or mass),adjective,బరువైన / భారీ,baruvaina / bhārī,,a2
heavy (intense or severe),adjective,తీవ్రమైన / అధికమైన,tīvramaina / adhikamaina,,a2
heavy (rain),adjective,భారీ / కుండపోత,bhārī / kuṁḍapōta,,a2
"heavy (workload, traffic)",adjective,అధికమైన / ఎక్కువైన / భారీ,adhikamaina / ekkuvaina / bhārī,,a2
height (elevation or high place),noun,ఎత్తు / ఉన్నత స్థానం,ettu / unnata sthānaṁ,,a2
helpful,adjective,ఉపయోగకరమైన / సహాయపడే,upayōgakaramaina / sahāyapaḍē,,a2
hero (brave person),noun,వీరుడు / ధీరుడు,vīruḍu / dhīruḍu,,a2
hero (movie protagonist),noun,హీరో / నాయకుడు,hīrō / nāyakuḍu,,a2
hers (familiar),pronoun,ఆమెది,āmedi,,a2
"hers (formal, honorific)",pronoun,వారిది,vāridi,,a2
herself (for emphasis),pronoun,తానే / ఆమె స్వయంగా,tānē / āme svayaṁgā,,a2
high (altitude),adverb,ఎత్తుగా,ettugā,,a2
high (sound pitch),adverb,గట్టిగా / ఎక్కువ శృతిలో,gaṭṭigā / ekkuva śr̥tilō,,a2
hill (large),noun,కొండ,koṁḍa,,a2
"hill (large, mountain)",noun,కొండ / పర్వతం,koṁḍa / parvataṁ,,a2
"hill (small, mound)",noun,గుట్ట / దిబ్బ,guṭṭa / dibba,,a2
himself (emphatic subject),pronoun,తానే / అతను స్వయంగా,tānē / atanu svayaṁgā,,a2
himself (emphatic),pronoun,తానే / అతను స్వయంగా,tānē / atanu svayaṁgā,,a2
himself (reflexive object),pronoun,తనను తాను,tananu tānu,,a2
his (respectful),pronoun,వారి,vāri,,a2
"his (respectful, pronoun)",pronoun,వారి,vāri,,a2
his (standard),pronoun,అతని,atani,,a2
"his (standard, pronoun)",pronoun,అతని,atani,,a2
"history (general, personal record)",noun,చరిత్ర / నేపథ్యం,caritra / nēpathyaṁ,,a2
"history (personal record, background)",noun,నేపథ్యం / గత చరిత్ర,nēpathyaṁ / gata caritra,,a2
hit (blow),noun,దెబ్బ / తాకిడి,debba / tākiḍi,,a2
hit (success),noun,విజయం / హిట్,vijayaṁ / hiṭ,,a2
hockey,noun,హాకీ,hākī,,a2
hole (pit or large depression),noun,గొయ్యి / గుంత,goyyi / guṁta,,a2
hole (pit/large depression),noun,గొయ్యి / గుంత,goyyi / guṁta,,a2
hole (puncture or tear),noun,చిల్లు / రంధ్రం,cillu / raṁdhraṁ,,a2
hole (puncture/tear),noun,చిల్లు / రంధ్రం,cillu / raṁdhraṁ,,a2
"holiday, time off",noun,సెలవు / విశ్రాంతి,selavu / viśrāṁti,,a2
home,adjective,ఇంటి,iṁṭi,,a2
home (adjective),adjective,ఇంటి,iṁṭi,,a2
hope,noun,ఆశ / నిరీక్షణ,āśa / nirīkṣaṇa,,a2
"however (no matter how, to whatever extent)",adverb,అయినప్పటికీ / ఎంతైనా,ayinappaṭikī / eṁtainā,,a2
"huge (massive, colossal)",adjective,పెద్ద / భారీ / బ్రహ్మాండమైన,pedda / bhārī / brahmāṁḍamaina,,a2
"huge (significant, major)",adjective,పెద్ద / ముఖ్యమైన / ప్రధానమైన,pedda / mukhyamaina / pradhānamaina,,a2
human (formal),noun,మానవుడు / మనిషి / నరుడు,mānavuḍu / maniṣi / naruḍu,,a2
hurt (emotionally wounded),adjective,బాధపడిన / మనసు గాయపడిన,bādhapaḍina / manasu gāyapaḍina,,a2
hurt (physically injured),adjective,గాయపడిన / దెబ్బతిన్న,gāyapaḍina / debbatinna,,a2
"husband (formal, respectful)",noun,భర్త / పతి,bharta / pati,,a2
"ideal (conceptual, abstract)",adjective,ఆదర్శవంతమైన / పరిపూర్ణమైన,ādarśavaṁtamaina / paripūrṇamaina,,a2
ill (sick),adjective,అనారోగ్యంగా ఉన్న / జబ్బుగా ఉన్న,anārōgyaṁgā unna / jabbugā unna,,a2
"illness (disease, medical condition)",noun,వ్యాధి / ఆరోగ్య సమస్య,vyādhi / ārōgya samasya,,a2
illness (sickness),noun,జబ్బు / అనారోగ్యం,jabbu / anārōgyaṁ,,a2
"image (reputation, public perception)",noun,ప్రతిష్ట / పేరు / అభిప్రాయం,pratiṣṭa / pēru / abhiprāyaṁ,,a2
imaginary (fictional),adjective,కల్పితమైన / ఊహాజనితమైన,kalpitamaina / ūhājanitamaina,,a2
immediately (quickly),adverb,వెంటనే / త్వరగా,veṁṭanē / tvaragā,,a2
impossible,adjective,అసాధ్యం / సాధ్యం కాని,asādhyaṁ / sādhyaṁ kāni,,a2
"impossible (intolerable, unreasonable)",adjective,భరించలేని / అసమంజసం / అసాధ్యం,bhariṁcalēni / asamaṁjasaṁ / asādhyaṁ,,a2
included,adjective,చేర్చబడిన / కలిపిన,cērcabaḍina / kalipina,,a2
included (contained),adjective,కలిగి ఉన్న / చేర్చబడిన,kaligi unna / cērcabaḍina,,a2
including,preposition,తో సహా / కలిపి,tō sahā / kalipi,,a2
increase,noun,పెరుగుదల / వృద్ధి / అధికం,perugudala / vr̥ddhi / adhikaṁ,,a2
incredible (amazing),adjective,అద్భుతమైన / ఆశ్చర్యకరమైన,adbhutamaina / āścaryakaramaina,,a2
incredible (difficult to believe),adjective,నమ్మశక్యం కాని / అద్భుతమైన,nammaśakyaṁ kāni / adbhutamaina,,a2
independent (self-reliant),adjective,స్వతంత్రమైన / స్వయం ఆధారిత,svataṁtramaina / svayaṁ ādhārita,,a2
individual,noun,వ్యక్తి / ఒక్కరు,vyakti / okkaru,,a2
individual (person),noun,వ్యక్తి / మనిషి / ఒక్కరు,vyakti / maniṣi / okkaru,,a2
"individual (personal, distinct)",adjective,వ్యక్తిగత / ప్రత్యేక / స్వంత,vyaktigata / pratyēka / svaṁta,,a2
industry (economic sector),noun,పరిశ్రమ / ఇండస్ట్రీ,pariśrama / iṁḍasṭrī,,a2
informal (casual),adjective,అనధికారిక / మామూలు / సాధారణ,anadhikārika / māmūlu / sādhāraṇa,,a2
informal (unofficial),adjective,అనధికారిక / అధికారికం కాని,anadhikārika / adhikārikaṁ kāni,,a2
injury,noun,గాయం / దెబ్బ / హాని,gāyaṁ / debba / hāni,,a2
injury (physical or general harm),noun,గాయం / దెబ్బ / హాని,gāyaṁ / debba / hāni,,a2
insect,noun,పురుగు / కీటకం,purugu / kīṭakaṁ,,a2
"insect (formal, biological)",noun,కీటకం,kīṭakaṁ,,a2
inside,preposition,లోపల / లోపలికి,lōpala / lōpaliki,,a2
inside (adverb),adverb,లోపల / లోపలికి,lōpala / lōpaliki,,a2
"inside (location, adverb, preposition)",adjective,లోపలి / అంతర్గత,lōpali / aṁtargata,,a2
"inside (location, position)",noun,లోపలి భాగం / అంతర్భాగం,lōpali bhāgaṁ / aṁtarbhāgaṁ,,a2
inside (preposition),preposition,లోపల / లోపలికి,lōpala / lōpaliki,,a2
instead,adverb,బదులుగా / దానికి బదులు,badulugā / dāniki badulu,,a2
"instruction (order, guidance)",noun,ఆదేశం / సూచన / మార్గదర్శకం,ādēśaṁ / sūcana / mārgadarśakaṁ,,a2
"instruction (teaching, education)",noun,బోధన / విద్య / శిక్షణ,bōdhana / vidya / śikṣaṇa,,a2
"instructor (vocational skills, trainer)",noun,శిక్షకుడు / బోధకుడు / గురువు,śikṣakuḍu / bōdhakuḍu / guruvu,,a2
instrument (musical),noun,వాయిద్యం / సంగీత పరికరం,vāyidyaṁ / saṁgīta parikaraṁ,,a2
"instrument (tool, device)",noun,పరికరం / పనిముట్టు / సాధనం,parikaraṁ / panimuṭṭu / sādhanaṁ,,a2
intelligent,adjective,తెలివైన / బుద్ధిమంతుడైన / మేధావి,telivaina / buddhimaṁtuḍaina / mēdhāvi,,a2
international,adjective,అంతర్జాతీయ / ప్రపంచ,aṁtarjātīya / prapaṁca,,a2
"into (change of state, form)",preposition,గా / లోకి,gā / lōki,,a2
introduction (acquaintance),noun,పరిచయం,paricayaṁ,,a2
introduction (preliminary section),noun,పరిచయం / ప్రవేశిక / ముందుమాట,paricayaṁ / pravēśika / muṁdumāṭa,,a2
"invention (fabrication, story)",noun,కల్పన / కట్టుకథ / అల్లిక,kalpana / kaṭṭukatha / allika,,a2
invitation (general request to join),noun,పిలుపు / ఆహ్వానం,pilupu / āhvānaṁ,,a2
invitation (official document),noun,ఆహ్వాన పత్రం / ఆహ్వానం / ఇన్విటేషన్,āhvāna patraṁ / āhvānaṁ / inviṭēṣan,,a2
item (in a list or agenda),noun,అంశం / విషయం / ఐటమ్,aṁśaṁ / viṣayaṁ / aiṭam,,a2
item (physical object),noun,వస్తువు / సరుకు / ఐటమ్,vastuvu / saruku / aiṭam,,a2
itself (emphasis),pronoun,అదే / స్వయంగా,adē / svayaṁgā,,a2
itself (reflexive object),pronoun,దానికి అదే / తనకి తాను,dāniki adē / tanaki tānu,,a2
jacket (covering),noun,జాకెట్ / కోటు,jākeṭ / kōṭu,,a2
jam (blockage or congestion),noun,ట్రాఫిక్ జామ్ / అడ్డంకి / రద్దీ,ṭrāphik jām / aḍḍaṁki / raddī,,a2
jam (food preserve),noun,జామ్,jām,,a2
"jam (obstruction, stuck state)",noun,అడ్డంకి / చిక్కు,aḍḍaṁki / cikku,,a2
jazz (fuss or complexity),noun,గందరగోళం / హడావుడి / చిక్కులు,gaṁdaragōḷaṁ / haḍāvuḍi / cikkulu,,a2
jazz (music genre),noun,జాజ్,jāj,,a2
jewellery,noun,నగలు / ఆభరణాలు,nagalu / ābharaṇālu,,a2
joke,noun,జోక్ / చమత్కారం / హాస్యం,jōk / camatkāraṁ / hāsyaṁ,,a2
journalist (female),noun,జర్నలిస్ట్ / విలేఖరి / మహిళా జర్నలిస్ట్,jarnalisṭ / vilēkhari / mahiḷā jarnalisṭ,,a2
"jump (sudden increase, rise)",noun,పెరుగుదల / గంతు,perugudala / gaṁtu,,a2
just (only),adjective,కేవలం / ఒట్టి / మాత్రమే,kēvalaṁ / oṭṭi / mātramē,,a2
kid (young goat),noun,మేక పిల్ల / పిల్ల,mēka pilla / pilla,,a2
king (chess piece),noun,రాజు / కింగ్,rāju / kiṁg,,a2
knee,noun,మోకాలి / మోకాలు,mōkāli / mōkālu,,a2
knife,noun,కత్తి / చాకు,katti / cāku,,a2
"knowledge (general wisdom, learning)",noun,జ్ఞానం / విజ్ఞానం / తెలివి,jñānaṁ / vijñānaṁ / telivi,,a2
"knowledge (information, data)",noun,సమాచారం / వివరాలు / డేటా,samācāraṁ / vivarālu / ḍēṭā,,a2
laboratory,noun,ల్యాబ్ / ప్రయోగశాల,lyāb / prayōgaśāla,,a2
"lady (formal address, Madam)",noun,అమ్మగారు / మేడమ్ / దొరసాని,ammagāru / mēḍam / dorasāni,,a2
lake,noun,చెరువు / సరస్సు / కొలను,ceruvu / sarassu / kolanu,,a2
lamp (traditional oil lamp),noun,దీపం / ప్రమిద / దివిటీ,dīpaṁ / pramida / diviṭī,,a2
"land, plot site (for construction)",noun,స్థలం / ప్లాటు / భూమి,sthalaṁ / plāṭu / bhūmi,,a2
laptop,noun,ల్యాప్‌టాప్,lyāpṭāp,,a2
last,noun,చివరిది / అంతిమమైనది,civaridi / aṁtimamainadi,,a2
last (most recently),adverb,చివరిసారిగా / ఇటీవల,civarisārigā / iṭīvala,,a2
last (the end),noun,చివరి / అంతం / ముగింపు,civari / aṁtaṁ / mugiṁpu,,a2
lastly (in a list),adverb,చివరగా / అంతిమంగా,civaragā / aṁtimaṁgā,,a2
"later (adjective, subsequent)",adjective,తరువాతి / ఆ తర్వాత,taruvāti / ā tarvāta,,a2
"later (adverbial, shortly)",adjective,తర్వాత / కొద్దిసేపట్లో,tarvāta / koddisēpaṭlō,,a2
"later (shortly, adverb)",adverb,తర్వాత / కొద్దిసేపట్లో,tarvāta / koddisēpaṭlō,,a2
"later (subsequent, adjective)",adjective,తరువాతి / ఆ తర్వాత,taruvāti / ā tarvāta,,a2
laughter,noun,నవ్వు / హాస్యం,navvu / hāsyaṁ,,a2
law (scientific or natural principle),noun,నియమం / సూత్రం / ధర్మం,niyamaṁ / sūtraṁ / dharmaṁ,,a2
lawyer (official title),noun,న్యాయవాది / లాయర్ / వకీలు,nyāyavādi / lāyar / vakīlu,,a2
lazy,adjective,సోమరి / బద్ధకమైన,sōmari / baddhakamaina,,a2
"leader (political, social movement)",noun,నాయకుడు / అధినేత / సారథి,nāyakuḍu / adhinēta / sārathi,,a2
learning (general knowledge),noun,నేర్చుకోవడం / జ్ఞానం / విజ్ఞానం,nērcukōvaḍaṁ / jñānaṁ / vijñānaṁ,,a2
learning (scholarship),noun,విద్యాభ్యాసం / పాండిత్యం / అధ్యయనం,vidyābhyāsaṁ / pāṁḍityaṁ / adhyayanaṁ,,a2
"least (at least, minimum)",adverb,కనీసం,kanīsaṁ,,a2
least (smallest quantity),determiner,అతి తక్కువ / కనిష్ట,ati takkuva / kaniṣṭa,,a2
"least (the smallest amount, degree)",adverb,అతి తక్కువగా / కనిష్టంగా,ati takkuvagā / kaniṣṭaṁgā,,a2
lecture (academic talk),noun,ఉపన్యాసం / లెక్చర్ / ప్రసంగం,upanyāsaṁ / lekcar / prasaṁgaṁ,,a2
lecture (reprimand),noun,చీవాట్లు / మందలింపు / క్లాసు,cīvāṭlu / maṁdaliṁpu / klāsu,,a2
lemon,noun,నిమ్మకాయ,nimmakāya,,a2
less,pronoun,తక్కువ,takkuva,,a2
level,noun,స్థాయి / మట్టం / దశ,sthāyi / maṭṭaṁ / daśa,,a2
lifestyle,noun,జీవనశైలి / జీవన విధానం,jīvanaśaili / jīvana vidhānaṁ,,a2
lift (elevator),noun,లిఫ్ట్ / ఎలివేటర్,liphṭ / elivēṭar,,a2
"lift (ride, transportation)",noun,లిఫ్ట్,liphṭ,,a2
likely (probably),adjective,సంభవనీయం / అవకాశం ఉన్న,saṁbhavanīyaṁ / avakāśaṁ unna,,a2
link (connection or relationship),noun,సంబంధం / అనుసంధానం / బంధం,saṁbaṁdhaṁ / anusaṁdhānaṁ / baṁdhaṁ,,a2
link (hyperlink),noun,లింక్,liṁk,,a2
"listener (audience member, formal)",noun,శ్రోత,śrōta,,a2
"little (a small amount of, uncountable)",adverb,కొద్దిగా / స్వల్పంగా,koddigā / svalpaṁgā,,a2
little (a small distance),adverb,కొద్ది దూరం / కాస్త దూరం,koddi dūraṁ / kāsta dūraṁ,,a2
little (small amount),adverb,కొద్దిగా / స్వల్పంగా,koddigā / svalpaṁgā,,a2
"little (small amount, adverb)",adverb,కొద్దిగా / స్వల్పంగా,koddigā / svalpaṁgā,,a2
"little (small in size, adverb)",adverb,చిన్నగా / కొద్దిగా,cinnagā / koddigā,,a2
lock (tress of hair),noun,జుట్టు పోగు / కేశపాశం,juṭṭu pōgu / kēśapāśaṁ,,a2
look (appearance),noun,రూపం / చూపు / కనబడే తీరు,rūpaṁ / cūpu / kanabaḍē tīru,,a2
look (gaze),noun,చూపు / దృష్టి / వీక్షణం,cūpu / dr̥ṣṭi / vīkṣaṇaṁ,,a2
"look (gaze, glance)",noun,చూపు / దృష్టి / వీక్షణం,cūpu / dr̥ṣṭi / vīkṣaṇaṁ,,a2
looking forward (to something),adverb,ఆత్రంగా / ఎదురుచూస్తూ,ātraṁgā / edurucūstū,,a2
lorry,noun,లారీ / ట్రక్కు,lārī / ṭrakku,,a2
lorry / truck,noun,లారీ / ట్రక్కు,lārī / ṭrakku,,a2
lost (missing or forfeited),adjective,పోయిన / కోల్పోయిన,pōyina / kōlpōyina,,a2
lost (unable to find way),adjective,దారి తప్పిన / దారి తెలియని,dāri tappina / dāri teliyani,,a2
"lot (many, much)",determiner,చాలా / ఎన్నో / అధికంగా,cālā / ennō / adhikaṁgā,,a2
loud,adverb,బిగ్గరగా / గట్టిగా / పెద్దగా,biggaragā / gaṭṭigā / peddagā,,a2
loud (adverb),adverb,బిగ్గరగా / గట్టిగా / పెద్దగా,biggaragā / gaṭṭigā / peddagā,,a2
"loud (garish, bright colors)",adjective,భగ్గున / మిరుమిట్లుగొలిపే / నిండు,bhagguna / mirumiṭlugolipē / niṁḍu,,a2
"loud (sound, volume)",adjective,బిగ్గరైన / గట్టి / పెద్ద,biggaraina / gaṭṭi / pedda,,a2
loudly,adverb,బిగ్గరగా / గట్టిగా / పెద్దగా,biggaragā / gaṭṭigā / peddagā,,a2
"lovely (attractive, beautiful)",adjective,అందమైన / మనోహరమైన / రమ్యమైన,aṁdamaina / manōharamaina / ramyamaina,,a2
"lovely (delightful, very nice)",adjective,ఆహ్లాదకరమైన / చాలా మంచి / సంతోషకరమైన,āhlādakaramaina / cālā maṁci / saṁtōṣakaramaina,,a2
"low (in quantity, amount)",adjective,తక్కువ / స్వల్ప / అల్ప,takkuva / svalpa / alpa,,a2
low (in volume),adverb,నెమ్మదిగా / చిన్నగా / తక్కువగా,nemmadigā / cinnagā / takkuvagā,,a2
"low (positionally, near the ground)",adverb,కింద / దిగువన / అడుగున,kiṁda / diguvana / aḍuguna,,a2
"low (sound, volume)",adjective,నెమ్మదైన / చిన్న / తక్కువ,nemmadaina / cinna / takkuva,,a2
luck,noun,అదృష్టం / భాగ్యం / యోగం,adr̥ṣṭaṁ / bhāgyaṁ / yōgaṁ,,a2
lucky (bringing good fortune),adjective,అదృష్టకరమైన / అదృష్టాన్ని తెచ్చే / శుభకరమైన,adr̥ṣṭakaramaina / adr̥ṣṭānni teccē / śubhakaramaina,,a2
magazine (ammunition clip),noun,మ్యాగజైన్ / తూటాల పెట్టె,myāgajain / tūṭāla peṭṭe,,a2
"mail (email, digital)",noun,ఈమెయిల్ / మెయిల్,īmeyil / meyil,,a2
"mail (physical post, letters)",noun,ఉత్తరం / పోస్ట్ / తపాలా,uttaraṁ / pōsṭ / tapālā,,a2
"major (primary, main)",adjective,ప్రధానమైన / ముఖ్యమైన / పెద్ద,pradhānamaina / mukhyamaina / pedda,,a2
male,adjective,పురుష / మగ,puruṣa / maga,,a2
male (gender classification),noun,పురుషుడు / మగవారు / మగ,puruṣuḍu / magavāru / maga,,a2
"male (person, formal)",noun,పురుషుడు / మగవారు / వ్యక్తి,puruṣuḍu / magavāru / vyakti,,a2
"manager (formal, administrative)",noun,మేనేజర్ / నిర్వాహకుడు / పర్యవేక్షకుడు,mēnējar / nirvāhakuḍu / paryavēkṣakuḍu,,a2
manner (behavior or deportment),noun,ప్రవర్తన / తీరు / నడవడిక,pravartana / tīru / naḍavaḍika,,a2
manner (method or style),noun,పద్ధతి / విధానం / తీరు,paddhati / vidhānaṁ / tīru,,a2
manners,noun,మర్యాదలు / పద్ధతులు / నడవడిక,maryādalu / paddhatulu / naḍavaḍika,,a2
many,determiner,చాలా / అనేక / ఎన్నో / బహుళ,cālā / anēka / ennō / bahuḷa,,a2
march (procession),noun,ఊరేగింపు / ప్రదర్శన / కవాతు,ūrēgiṁpu / pradarśana / kavātu,,a2
mark (score),noun,మార్కు / పాయింట్ / స్కోరు,mārku / pāyiṁṭ / skōru,,a2
material (information or data),noun,సమాచారం / డేటా / విషయం,samācāraṁ / ḍēṭā / viṣayaṁ,,a2
material (substance or fabric),noun,పదార్థం / వస్త్రం / మెటీరియల్,padārthaṁ / vastraṁ / meṭīriyal,,a2
mathematics,noun,గణితం / లెక్కలు,gaṇitaṁ / lekkalu,,a2
mathematics (formal),noun,గణితశాస్త్రం / గణితం,gaṇitaśāstraṁ / gaṇitaṁ,,a2
"matter (issue, affair)",noun,విషయం / సంగతి / వ్యవహారం,viṣayaṁ / saṁgati / vyavahāraṁ,,a2
"matter (substance, physical material)",noun,పదార్థం / ద్రవ్యం,padārthaṁ / dravyaṁ,,a2
"may (permission, request)",modal verb,అనుమతించు,anumatiṁcu,,a2
may (possibility),modal verb,సంభవించు,saṁbhaviṁcu,,a2
media,noun,మీడియా / ప్రసార సాధనాలు / మాధ్యమాలు,mīḍiyā / prasāra sādhanālu / mādhyamālu,,a2
medical,adjective,వైద్య / మెడికల్,vaidya / meḍikal,,a2
medicine (field of study),noun,వైద్యశాస్త్రం / వైద్యం,vaidyaśāstraṁ / vaidyaṁ,,a2
"memory (computing, storage)",noun,మెమరీ / నిల్వ,memarī / nilva,,a2
metal,noun,లోహం / మెటల్,lōhaṁ / meṭal,,a2
method (way or manner of executing),noun,పద్ధతి / విధానం / మార్గం,paddhati / vidhānaṁ / mārgaṁ,,a2
middle,noun,మధ్య / నడుమ / కేంద్రం,madhya / naḍuma / kēṁdraṁ,,a2
might,modal verb,జరుగు,jarugu,,a2
mind,noun,మనస్సు / బుద్ధి / చిత్తం,manassu / buddhi / cittaṁ,,a2
mine (referring to a person or animate entity),pronoun,నాది / నావాడు,nādi / nāvāḍu,,a2
mine (referring to an object or neuter entity),pronoun,నాది,nādi,,a2
"mine (singular, female)",pronoun,నాది,nādi,,a2
"mine (singular, male)",pronoun,నాది / నావాడు,nādi / nāvāḍu,,a2
mirror,noun,అద్దం / దర్పణం,addaṁ / darpaṇaṁ,,a2
missing (absent or lacking a part),adjective,లేని / కనపడని / తప్పిపోయిన,lēni / kanapaḍani / tappipōyina,,a2
missing (lost or disappeared),adjective,పోయిన / తప్పిపోయిన / కనపడని,pōyina / tappipōyina / kanapaḍani,,a2
mobile,noun,మొబైల్ / సెల్ ఫోన్,mobail / sel phōn,,a2
mobile (able to move or be moved),adjective,కదిలే / చలించే / సంచార,kadilē / caliṁcē / saṁcāra,,a2
mobile (relating to cell phones or communication),adjective,మొబైల్ / సెల్ ఫోన్ సంబంధిత,mobail / sel phōn saṁbaṁdhita,,a2
monkey,noun,కోతి / వానరం,kōti / vānaraṁ,,a2
moon,noun,చంద్రుడు / నెల / జాబిల్లి,caṁdruḍu / nela / jābilli,,a2
"mostly (majority, usually)",adverb,ఎక్కువగా / సాధారణంగా / చాలావరకు,ekkuvagā / sādhāraṇaṁgā / cālāvaraku,,a2
mostly (primarily),adverb,ప్రధానంగా / ముఖ్యంగా / ఎక్కువగా,pradhānaṁgā / mukhyaṁgā / ekkuvagā,,a2
movement (agitation),noun,కదలిక / చలనం / ఆందోళన,kadalika / calanaṁ / āṁdōḷana,,a2
movement (political or social),noun,ఉద్యమం / ఆందోళన,udyamaṁ / āṁdōḷana,,a2
musical (melodious or talented),adjective,సంగీతమయమైన / శ్రావ్యమైన / సంగీత ప్రతిభ గల,saṁgītamayamaina / śrāvyamaina / saṁgīta pratibha gala,,a2
musical (related to music),adjective,సంగీత / సంగీత సంబంధిత,saṁgīta / saṁgīta saṁbaṁdhita,,a2
musician,noun,సంగీతకారుడు / గాయకుడు / వాద్యకారుడు,saṁgītakāruḍu / gāyakuḍu / vādyakāruḍu,,a2
"must (strong probability, deduction)",modal verb,అయి ఉండాలి / తప్పక,ayi uṁḍāli / tappaka,,a2
"myself (by myself, alone)",pronoun,నేనే / ఒంటరిగా / స్వయంగా,nēnē / oṁṭarigā / svayaṁgā,,a2
myself (I myself),pronoun,నేనే / స్వయంగా నేను,nēnē / svayaṁgā nēnu,,a2
myself (reflexive),pronoun,నన్ను నేను / నా అంతట నేను,nannu nēnu / nā aṁtaṭa nēnu,,a2
narrow (limited scope),adjective,పరిమితమైన / సంకుచితమైన,parimitamaina / saṁkucitamaina,,a2
narrow (physical width),adjective,సన్నని / ఇరుకైన,sannani / irukaina,,a2
national,adjective,జాతీయ / దేశీయ,jātīya / dēśīya,,a2
"nature (character, disposition)",noun,స్వభావం / గుణం / ప్రవృత్తి,svabhāvaṁ / guṇaṁ / pravr̥tti,,a2
"near (approximately, around)",preposition,సుమారు / దాదాపు / దగ్గర,sumāru / dādāpu / daggara,,a2
nearly,adverb,దాదాపు / సుమారుగా,dādāpu / sumārugā,,a2
