english_word,word_class,level,verb_transitivity,translation,transliteration
some (a little bit),pronoun,a1,,تھوڑَا / کُچھَ / قَلِیلَ,thōṛā / kuch / qalīl
some (an unknown specific),pronoun,a1,,کوئِی / کِسِی,kōī / kisī
"some (determiner, countable/uncountable)",determiner,a1,,کُچھَ,kuch
somebody,pronoun,a1,,کوئِی / کوئِی شَخْسَ (m),kōī / kōī śak͟hs (m)
someone,pronoun,a1,,کوئِی / کوئِی شَخْسَ (m),kōī / kōī śak͟hs (m)
something,pronoun,a1,,کُچھَ / کوئِی چِیزَ (f),kuch / kōī cīz (f)
sometimes (occasionally),adverb,a1,,کَبھِی-کَبھِی / کَبھِی کَبھَارَ / بَازَ اَوقَاتَ,kabhī-kabhī / kabhī kabhār / bāz auqāt
"song (general, pop)",noun,a1,,گَانَا (m) / گِیتَ (m) / نَگْمَا (m),gānā (m) / gīt (m) / nag̈mā (m)
"song (poetic, literary)",noun,a1,,نَگْمَا (m) / تَرَانَا (m) / گِیتَ (m) / غَزَلَ (f),nag̈mā (m) / tarānā (m) / gīt (m) / ġazal (f)
soon,adverb,a1,,جَلْدِی / فَورَنَ,jaldī / fauran
soon (formal),adverb,a1,,جَلْدَ ہِی / اَنَقَرِیبَ / بِلَا-تَاخِیرَ,jald hī / anaqarīb / bilā-tāk͟hīr
"soon (quickly, in a short time)",adverb,a1,,جَلْدِی / فَورَنَ / تُرَن٘تَ,jaldī / fauran / turaṁt
sorry (apology),adjective,a1,,شَرْمِن٘دَا / نَادِمَ / اَفَسوسَنَاکَ,śarmiṁdā / nādim / afasōsanāk
sorry (asking for repetition or interruption),exclamation,a1,,مَافَ کِیجِئے / زَرَا سُنِئے / کْیَا فَرَمَایَا؟,māf kījiē / zarā suniē / kyā faramāyā?
sorry (expressing regret or sympathy),exclamation,a1,,اَفَسوسَ ہَے / مُجھے دُکھَ ہَے / مَازَرَتَ ہَے,afasōs hai / mujhē dukh hai / māzarat hai
sound,noun,a1,,آوَازَ (f) / سَدَا (f) / نَادَ (m),āvāz (f) / sadā (f) / nād (m)
soup,noun,a1,,سُوپَ (m) / شورَبَا (m),sūp (m) / śōrabā (m)
south (adverb: direction of travel),adverb,a1,,جُنُوبَ کِی اورَ / جُنُوبَ کِی تَرَفَ,junūb kī ōr / junūb kī taraf
"south (direction, region)",adjective,a1,,جُنُوبِی / دَکْشِنَ کَا,junūbī / dakṣiṇa kā
south (the region of Southern India),noun,a1,,جُنُوبَ (m) / جُنُوبِی ہِن٘دَ (m),junūb (m) / junūbī hiṁd (m)
southern (adjective),adjective,a1,,جُنُوبِی / دَکْشِنَ کَا,junūbī / dakṣiṇa kā
"space (outer space, cosmos)",noun,a1,,خَلَا (f) / فَزَا (f) / اَن٘تَرِکْشَ (m),k͟halā (f) / fazā (f) / aṁtarikṣa (m)
"space (physical area, room)",noun,a1,,جَگَہَ (f) / مَقَامَ (m),jagah (f) / maqām (m)
"special (separate, individual)",adjective,a1,,خَاسَ / مُنَفَرِدَ / اَلَہَدَا,k͟hās / munafarid / alahadā
spelling,noun,a1,,ہِجّے (m) / اِمَلَا (m),hijjē (m) / imalā (m)
sport,noun,a1,,کھیلَ (m) / وَرْزِشَ (f),khēl (m) / varziśa (f)
spring (mechanical coil),noun,a1,,سْپْرِن٘گَ (f) / کَمَانِی (f),spriṁg (f) / kamānī (f)
spring (season),noun,a1,,بَہَارَ (f) / بَسَن٘تَ (f),bahār (f) / basaṁt (f)
spring (water source),noun,a1,,چَشْمَا (m) / سوتَا (m) / جھَرَنَا (m),caśmā (m) / sōtā (m) / jharanā (m)
"star (celebrity, performer)",noun,a1,,سِتَارَا (m) / اَدَاکَارَ (m) / فَنَکَارَ (m),sitārā (m) / adākār (m) / fanakār (m)
station (police),noun,a1,,تھَانَا (m) / پُلِسَ سْٹیشَنَ (m) / چَوکِی (f),thānā (m) / pulis sṭēśan (m) / caukī (f)
still (continuing up to now),adverb,a1,,اَبھِی بھِی / اَبَ تَکَ / تَا ہَالَ,abhī bhī / ab tak / tā hāl
"still (nevertheless, despite)",adverb,a1,,پھِرَ بھِی / بَہَرَہَالَ / تَا ہَمَ,phir bhī / baharahāl / tā ham
stop (cessation),noun,a1,,روکَ (f) / ٹھَہَرَاوَ (m) / وَقْفَا (m),rōk (f) / ṭhaharāv (m) / vaqfā (m)
stop (location),noun,a1,,سْٹَاپَ (m) / اَڈَّا (m) / مُقَامَ (m),sṭôp (m) / aḍḍā (m) / muqām (m)
story (level of building),noun,a1,,مَن٘زِلَ (f) / تَلَا (m) / زِینَا (m),maṁzil (f) / talā (m) / zīnā (m)
street (narrow lane),noun,a1,,گَلِی (f) / کُوچَا (m) / رَاہَ (f),galī (f) / kūcā (m) / rāh (f)
"strong (durable, well-built)",adjective,a1,,مَزَبُوتَ / پَایَدَارَ / مُسْتَہَکَمَ,mazabūt / pāyadār / mustahakam
strong (flavor),adjective,a1,,تیزَ / چَٹَپَٹَا / شِدَّتَ وَالَا,tēz / caṭapaṭā / śiddat vālā
"strong (intense flavor, smell)",adjective,a1,,تیزَ / شِدَّتَ وَالَا / تَلْخَ,tēz / śiddat vālā / talk͟h
strong (physically powerful),adjective,a1,,تَاقَتَوَرَ / زورَدَارَ / قَوِی,tāqatavar / zōradār / qavī
student (female),noun,a1,,تَالِبَا (f) / شَاگِرْدَا (f) / مُتَءاَلِّمَا (f),tālibā (f) / śāgirdā (f) / mutaallimā (f)
study (process of learning),noun,a1,,پَڑھَائِی (f) / مُتَالَا (m) / تَالِیمَ (f),paṛhāī (f) / mutālā (m) / tālīm (f)
study (room),noun,a1,,سْٹَڈِی رُومَ (m) / مُتَالے کَا کَمَرَا (m),sṭaḍī rūm (m) / mutālē kā kamarā (m)
"style (fashion, flair)",noun,a1,,سْٹَائِلَ (m) / اَن٘دَازَ (m) / شَؤُرَ (m),sṭāil (m) / aṁdāz (m) / śaūr (m)
"style (manner, technique)",noun,a1,,تَرِیقَا (m) / اَن٘دَازَ (m) / اُسْلُوبَ (m),tarīqā (m) / aṁdāz (m) / uslūb (m)
subject (academic topic),noun,a1,,مَزَمُونَ (m) / مَوزُوءاَ (m),mazamūn (m) / mauzūä (m)
subject (person under authority),noun,a1,,رِیَایَا (f) / اَوَامَ (m) / تَابیدَارَ (m),riyāyā (f) / avām (m) / tābēdār (m)
success (achievement),noun,a1,,کَامَیَابِی (f) / کَامَرَانِی (f) / فَتَہَ (f),kāmayābī (f) / kāmarānī (f) / fatah (f)
sugar,noun,a1,,چِینِی (f) / شَکَّرَ (f) / قَن٘دَ (f),cīnī (f) / śakkar (f) / qaṁd (f)
summer,noun,a1,,گَرْمِی (f) / مَوسَمَ-اے-گَرْمَا (m),garmī (f) / mausam-ē-garmā (m)
sun,noun,a1,,سُورَجَ (m) / آفَتَابَ (m) / خُرْشِیدَ (m),sūraj (m) / āfatāb (m) / k͟hurśīd (m)
sunday,noun,a1,,اِتَوَارَ (m) / یَکُمَ-اے-ہَفْتَا (m),itavār (m) / yakum-ē-haftā (m)
supermarket,noun,a1,,سُپَرَمَارْکیٹَ (m) / بَڑَا بَازَارَ (m),suparamārkēṭa (m) / baṛā bāzār (m)
"sure (agreement, yes)",adjective,a1,,ٹھِیکَ / رَازِی,ṭhīk / rāzī
"sure (certain, confident)",adjective,a1,,یَقِینِی / مُتَمَئِنَ / مُسَلَّمَ,yaqīnī / mutam:in / musallam
sweater,noun,a1,,سْویٹَرَ (m),svēṭar (m)
swimming,noun,a1,,تَیرَاکِی (f) / تَیرَنَا (m),tairākī (f) / tairanā (m)
t-shirt,noun,a1,,ٹِی-شَرْٹَ (f),ṭī-śarṭa (f)
tall,adjective,a1,,لَن٘بَا / اُون٘چَا,laṁbā / ūm̐cā
taxi,noun,a1,,ٹَیکْسِی (f) / کِرَایَا گَاڑِی (f),ṭaiksī (f) / kirāyā gāṛī (f)
tea,noun,a1,,چَایَ (f),cāy (f)
teacher (female),noun,a1,,اُسْتَانِی (f) / ٹِیچَرَ (f) / مُءاَلِّمَا (f),ustānī (f) / ṭīcar (f) / muallimā (f)
teacher (male),noun,a1,,اُسْتَادَ (m) / ٹِیچَرَ (m) / مُءاَلِّمَ (m),ustād (m) / ṭīcar (m) / muallim (m)
team,noun,a1,,ٹِیمَ (f) / دَلَ (m) / فَرِیقَ (m),ṭīm (f) / dal (m) / farīq (m)
teenager (female adolescent),noun,a1,,ٹِینَئیجَرَ (f) / کِشورِی (f) / نَوجَوَانَ لَڑَکِی (f),ṭīnaējar (f) / kiśōrī (f) / naujavān laṛakī (f)
teenager (male adolescent),noun,a1,,ٹِینَئیجَرَ (m) / کِشورَ (m) / نَوجَوَانَ لَڑَکَا (m),ṭīnaējar (m) / kiśōr (m) / naujavān laṛakā (m)
"telephone (formal, standard)",noun,a1,,فونَ (m) / ٹیلِیفونَ (m) / دُورَبھَاشَ (m),fōn (m) / ṭēlīfōn (m) / dūrabhāṣa (m)
telephone number,noun,a1,,فونَ نَن٘بَرَ (m) / ٹیلِیفونَ نَن٘بَرَ (m) / نَن٘بَرَ (m),fōn naṁbar (m) / ṭēlīfōn naṁbar (m) / naṁbar (m)
television,noun,a1,,ٹِیوِی (f) / ٹیلِیوِزَنَ (m),ṭīvī (f) / ṭēlīvizan (m)
"television (formal term, or the medium)",noun,a1,,ٹیلِیوِزَنَ (m) / دُورَدَرْشَنَ (m),ṭēlīvizan (m) / dūradarśan (m)
television (formal),noun,a1,,ٹیلِیوِزَنَ (m) / دُورَدَرْشَنَ (m),ṭēlīvizan (m) / dūradarśan (m)
television (TV set),noun,a1,,ٹیلِیوِزَنَ (m) / ٹِیوِی (f),ṭēlīvizan (m) / ṭīvī (f)
"temperature (measurement, reading)",noun,a1,,ہَرَارَتَ (f) / دَرْجَا-اے-ہَرَارَتَ (m) / تَاپَمَانَ (m),harārat (f) / darjā-ē-harārat (m) / tāpamān (m)
ten,number,a1,,دَسَ,das
tennis,noun,a1,,ٹینِسَ (f),ṭēnis (f)
test (medical procedure or trial),noun,a1,,ٹیسْٹَ (m) / جَان٘چَ (f) / تَشَخِیسَ (f),ṭēsṭa (m) / jām̐c (f) / taśak͟hīs (f)
"text (message, SMS)",noun,a1,,مَیسیجَ (m) / پَیغَامَ (m) / سَن٘دیشَ (m),maisēj (m) / paiġām (m) / saṁdēśa (m)
text (written content),noun,a1,,تَہَرِیرَ (f) / اِبَارَتَ (f) / مَتَنَ (m),taharīr (f) / ibārat (f) / matan (m)
than,preposition,a1,,سے / بَنِسْبَتَ,sē / banisbat
"thank you (formal, emphasis)",exclamation,a1,,بَہُتَ-بَہُتَ شُکْرِیَا / نِہَایَتَ شُکْرَگُزَارَ ہُوں,bahut-bahut śukriyā / nihāyat śukraguzār hūm̐
"thank you (polite, formal)",noun,a1,,شُکْرِیَا (m) / شُکْرَ (m) / ایہَسَانَمَن٘دِی (f),śukriyā (m) / śukr (m) / ēhasānamaṁdī (f)
that,pronoun,a1,,وَہَ,vah
"that (adjective, modifying a noun)",determiner,a1,,وَہَ,vah
that (demonstrative adjective),determiner,a1,,وَہَ,vah
that (demonstrative pronoun),pronoun,a1,,وَہَ,vah
"that (pronoun, referring to a distant thing)",pronoun,a1,,وَہَ,vah
the,definite article,a1,,وَہَ / یَہَ,vah / yah
the color white,noun,a1,,سَفیدَ رَن٘گَ (m) / بْیَازَ رَن٘گَ (m),safēd raṁg (m) / byāz raṁg (m)
"The South (contextual, e.g., in a local Indian context)",noun,a1,,دَکْشِنَ (m) / دَکھِّنَ (m) / جُوبَ (m),dakṣiṇa (m) / dakkhin (m) / jūb (m)
the South (noun: region),noun,a1,,دَکْشِنَ (m) / دَکھِّنَ (m) / جُوبَ (m),dakṣiṇa (m) / dakkhin (m) / jūb (m)
theatre (drama performance),noun,a1,,ڈْرَامَا (m) / نَاٹَکَ (m) / تھِئیٹَرَ (m) / رَن٘گَمَن٘چَ (m),ḍrāmā (m) / nāṭak (m) / thiēṭar (m) / raṁgamaṁc (m)
theatre (movie),noun,a1,,سِنیمَا (m) / ٹَاکِیزَ (m) / تھِئیٹَرَ (m),sinēmā (m) / ṭôkīz (m) / thiēṭar (m)
their (distant),determiner,a1,,اُنَ کَا / اُنَ کِی / اُنَ کے,un kā / un kī / un kē
their (near),determiner,a1,,اِنَ کَا / اِنَ کِی / اِنَ کے,in kā / in kī / in kē
"them (objects, animals)",pronoun,a1,,اُنَ کو / اِنَ کو,un kō / in kō
"them (people, casual)",pronoun,a1,,اُنَ کو / اِنَ کو,un kō / in kō
"them (people, casual, near)",pronoun,a1,,اِنَ کو,in kō
"them (people, respectful)",pronoun,a1,,اُنَ کو / اِنَ کو,un kō / in kō
"them (people, respectful, dative)",pronoun,a1,,اُنَ کو / اِنَ کو,un kō / in kō
then (at that time),adverb,a1,,تَبَ / اُسَ وَقْتَ / اُسَ زَمَانے میں,tab / us vaqt / us zamānē mēṁ
then (subsequently),adverb,a1,,پھِرَ / اُسَکے بَادَ / بَادَ اَزَ,phir / usakē bād / bād az
there (existential marker),adverb,a1,,وَجُودَ میں,vajūd mēṁ
they (non-human),pronoun,a1,,وے / وو,vē / vō
"thing (affair, state)",noun,a1,,بَاتَ (f) / مَامَلَا (m) / سُورَتَ (f),bāt (f) / māmalā (m) / sūrat (f)
"thing (matter, issue)",noun,a1,,بَاتَ (f) / مَامَلَا (m) / مَسَلَا (m),bāt (f) / māmalā (m) / masalā (m)
thing (object),noun,a1,,چِیزَ (f) / شَیَ (f),cīz (f) / śay (f)
third,ordinal number,a1,,تِیسَرَا / سَالِسَ,tīsarā / s̈ālis
thirsty,adjective,a1,,پْیَاسَا / تِشْنَا,pyāsā / tiśnā
thirteen,number,a1,,تیرَہَ,tērah
thirty,number,a1,,تِیسَ,tīs
this (as a stand-alone pronoun),pronoun,a1,,یَہَ,yah
this (before a noun),determiner,a1,,یَہَ,yah
this (modifying a noun),pronoun,a1,,یَہَ,yah
thousand,number,a1,,ہَزَارَ (m),hazār (m)
three,number,a1,,تِینَ,tīn
"through (by means of, via)",preposition,a1,,کے زَرِیے / کے وَاسْتے,kē zariyē / kē vāstē
through (movement or passage),adverb,a1,,پُورَا / آرَ-پَارَ / ہوکَرَ,pūrā / ār-pār / hōkar
"through (movement, spatial passage)",preposition,a1,,سے ہوکَرَ / کے پَارَ / میں سے,sē hōkar / kē pār / mēṁ sē
thursday,noun,a1,,جُمیرَاتَ (f) / گُرُوَارَ (m),jumērāt (f) / guruvār (m)
ticket,noun,a1,,ٹِکَٹَ (m) / پَرْچِی (f),ṭikaṭa (m) / parcī (f)
"time (duration, era)",noun,a1,,وَقْتَ (m) / زَمَانَا (m) / مُدَّتَ (f),vaqt (m) / zamānā (m) / muddat (f)
"time (instance, repetition)",noun,a1,,بَارَ (f) / دَفَا (f) / مَرْتَبَا (f),bār (f) / dafā (f) / martabā (f)
"title (heading, name)",noun,a1,,اُنَوَانَ (m) / خِتَابَ (m) / پَدَوِی (f),unavān (m) / k͟hitāb (m) / padavī (f)
to,infinitive marker,a1,,-نَا,-nā
to (indicating destination or recipient),preposition,a1,,کو / تَکَ / کِی جَانِبَ (f) / کِی تَرَفَ (f),kō / tak / kī jānib (f) / kī taraf (f)
"to (indicating limit, until)",preposition,a1,,تَکَ,tak
to (infinitive marker),infinitive marker,a1,,-نَا,-nā
"to add (to include, insert)",verb,a1,transitive,جوڑَنَا / شَامِلَ کَرَنَا / اِزَافَا کَرَنَا,jōṛanā / śāmil karanā / izāfā karanā
to agree (to a proposal or condition),verb,a1,intransitive,رَازِی ہونَا / سَہَمَتَ ہونَا / اِتِّفَاقَ کَرَنَا,rāzī hōnā / sahamat hōnā / ittifāq karanā
to answer (a door),verb,a1,transitive,دَرَوَازَا کھولَنَا / دَرَوَازے پَرَ جَانَا / دَرَ پَرَ جَانَا,daravāzā khōlanā / daravāzē par jānā / dar par jānā
"to answer (a question, reply)",verb,a1,transitive,جَوَابَ دینَا / جَوَابَ لَوٹَانَا / اَرْزَ کَرَنَا,javāb dēnā / javāb lauṭānā / arz karanā
to answer (a telephone or door),verb,a1,transitive,فونَ اُٹھَانَا / دَرَوَازَا کھولَنَا,fōn uṭhānā / daravāzā khōlanā
to answer (a telephone),verb,a1,transitive,فونَ اُٹھَانَا / ٹیلِیفونَ اُٹھَانَا,fōn uṭhānā / ṭēlīfōn uṭhānā
to arrive,verb,a1,,پَہُن٘چَنَا / آنَا / تَشَرِیفَ لَانَا,pahum̐canā / ānā / taśarīf lānā
to ask (to request something),verb,a1,transitive,پُوچھَنَا / مَان٘گَنَا / دَرَخْوَاسْتَ کَرَنَا,pūchanā / mām̐ganā / darak͟hvāst karanā
"to bag (place groceries, items inside)",verb,a1,transitive,تھَیلے میں ڈَالَنَا / پَیکَ کَرَنَا,thailē mēṁ ḍālanā / paik karanā
"to be (identity, copula)",auxiliary verb,a1,intransitive,ہونَا,hōnā
"to be (identity, copula, negative)",auxiliary verb,a1,intransitive,نَ ہونَا / نَہِیں ہونَا,n hōnā / nahīṁ hōnā
to be (to become or define identity),verb,a1,intransitive,ہونَا / بَنَنَا,hōnā / bananā
to be (to exist or be located),verb,a1,intransitive,ہونَا / رَہَنَا / مَوجُودَ ہونَا / وَجُودَ رَکھَنَا,hōnā / rahanā / maujūd hōnā / vajūd rakhanā
"to be (to exist, be located)",auxiliary verb,a1,intransitive,ہونَا / رَہَنَا / مَوجُودَ ہونَا,hōnā / rahanā / maujūd hōnā
to be born,verb,a1,intransitive,پَیدَا ہونَا / جَنْمَ لینَا / وَجُودَ میں آنَا,paidā hōnā / janm lēnā / vajūd mēṁ ānā
to be left (to remain),verb,a1,intransitive,بَچَنَا / رَہَ جَانَا / بَاقِی رَہَنَا,bacanā / rah jānā / bāqī rahanā
to be startled,verb,a1,,چَون٘کَنَا / سَہَمَ جَانَا / گھَبَرَا جَانَا,cauṁkanā / saham jānā / ghabarā jānā
to be thirsty,verb,a1,intransitive,پْیَاسَا ہونَا / پْیَاسَ لَگَنَا / تِشْنَا ہونَا,pyāsā hōnā / pyās laganā / tiśnā hōnā
to become,verb,a1,intransitive,ہونَا / بَنَ جَانَا / ہو جَانَا,hōnā / ban jānā / hō jānā
to begin (intransitive),verb,a1,intransitive,شُرُو ہونَا / اِبْتِدَا ہونَا / آغَازَ ہونَا,śurū hōnā / ibtidā hōnā / āġāz hōnā
"to begin (transitive, to initiate a task)",verb,a1,transitive,شُرُو کَرَنَا / اِبْتِدَا کَرَنَا / آغَازَ کَرَنَا,śurū karanā / ibtidā karanā / āġāz karanā
to believe (to have faith in or trust),verb,a1,transitive,یَقِینَ کَرَنَا / مَانَنَا / ایتَمَادَ کَرَنَا / اَقِیدَا رَکھَنَا,yaqīn karanā / mānanā / ētamād karanā / aqīdā rakhanā
to born,verb,a1,,پَیدَا ہونَا / جَنْمَ لینَا / وَجُودَ میں آنَا,paidā hōnā / janm lēnā / vajūd mēṁ ānā
to break (a promise),verb,a1,transitive,توڑَنَا / شِکَنِی کَرَنَا / خِلَافَوَرْزِی کَرَنَا,tōṛanā / śikanī karanā / k͟hilāfavarzī karanā
to break (a rule or promise),verb,a1,transitive,توڑَنَا / خِلَافَوَرْزِی کَرَنَا / بھَن٘گَ کَرَنَا,tōṛanā / k͟hilāfavarzī karanā / bhaṁg karanā
to break (a rule/law),verb,a1,transitive,توڑَنَا / خِلَافَوَرْزِی کَرَنَا / بھَن٘گَ کَرَنَا,tōṛanā / k͟hilāfavarzī karanā / bhaṁg karanā
"to break (physical object, intransitive)",verb,a1,intransitive,ٹُوٹَنَا / ٹُوٹَ جَانَا / بھَن٘گَ ہونَا,ṭūṭanā / ṭūṭa jānā / bhaṁg hōnā
"to break (physical object, transitive)",verb,a1,transitive,توڑَنَا / توڑَ ڈَالَنَا / بھَن٘گَ کَرَنَا,tōṛanā / tōṛa ḍālanā / bhaṁg karanā
to bring (a person along),verb,a1,transitive,لَانَا / سَاتھَ لَانَا / لے آنَا,lānā / sāth lānā / lē ānā
to build (physical structures),verb,a1,transitive,بَنَانَا / تَامِیرَ کَرَنَا / نِرْمَانَ کَرَنَا,banānā / tāmīr karanā / nirmāṇa karanā
to buy (koḷḷu),verb,a1,transitive,خَرِیدَنَا,k͟harīdanā
to call (by phone),verb,a1,transitive,فونَ کَرَنَا / کَالَ کَرَنَا / ٹیلِیفونَ کَرَنَا,fōn karanā / kôl karanā / ṭēlīfōn karanā
to call (by telephone),verb,a1,transitive,ٹیلِیفونَ کَرَنَا / فونَ کَرَنَا / کَالَ کَرَنَا,ṭēlīfōn karanā / fōn karanā / kôl karanā
to call (phone),verb,a1,transitive,فونَ کَرَنَا / کَالَ کَرَنَا / ٹیلِیفونَ کَرَنَا,fōn karanā / kôl karanā / ṭēlīfōn karanā
to call (to name or summon),verb,a1,transitive,بُلَانَا / پُکَارَنَا / کَہَنَا,bulānā / pukāranā / kahanā
to carry (a child),verb,a1,transitive,اُٹھَانَا / لے جَانَا / گودَ میں لینَا,uṭhānā / lē jānā / gōd mēṁ lēnā
to carry (on the head),verb,a1,transitive,ڈھونَا / اُٹھَانَا,ḍhōnā / uṭhānā
"to change (alter, replace something)",verb,a1,transitive,بَدَلَنَا / تَبْدِیلَ کَرَنَا / مُتَبَادِلَ کَرَنَا,badalanā / tabdīl karanā / mutabādil karanā
"to change (state, condition)",verb,a1,intransitive,بَدَلَنَا / تَبْدِیلَ ہونَا,badalanā / tabdīl hōnā
to check (to tick or mark an item),verb,a1,transitive,نِشَانَ لَگَانَا / جَان٘چَ کَرَنَا,niśān lagānā / jām̐c karanā
to check (to verify or examine),verb,a1,transitive,جَان٘چَ کَرَنَا / پَڑَتَالَ کَرَنَا / مُءآیَنَا کَرَنَا,jām̐c karanā / paṛatāl karanā / muāyanā karanā
to choose,verb,a1,transitive,چُنَنَا / پَسَن٘دَ کَرَنَا / اِن٘تَخَابَ کَرَنَا,cunanā / pasaṁd karanā / iṁtak͟hāb karanā
to clean,verb,a1,transitive,سَافَ کَرَنَا / پَاکَ کَرَنَا,sāf karanā / pāk karanā
to climb,verb,a1,transitive,چَڑھَنَا / سَرَ کَرَنَا,caṛhanā / sar karanā
to close (an establishment or session),verb,a1,intransitive,بَن٘دَ ہونَا / خَتْمَ ہونَا / مُلْتَوِی ہونَا,baṁd hōnā / k͟hatm hōnā / multavī hōnā
to come (informal singular),verb,a1,intransitive,آنَا,ānā
to come (respectful address),verb,a1,intransitive,آنَا,ānā
"to come (respectful, formal command)",verb,a1,intransitive,آنَا / تَشَرِیفَ لَانَا,ānā / taśarīf lānā
to compare,verb,a1,transitive,مُقَابَلَا کَرَنَا / تُلَنَا کَرَنَا / تَشَبِیہَ دینَا,muqābalā karanā / tulanā karanā / taśabīh dēnā
"to complete (a form, requirement)",verb,a1,transitive,بھَرَنَا / پُورَا کَرَنَا / مُکَمَّلَ کَرَنَا,bharanā / pūrā karanā / mukammal karanā
"to complete (a task, work)",verb,a1,transitive,پُورَا کَرَنَا / خَتْمَ کَرَنَا / مُکَمَّلَ کَرَنَا,pūrā karanā / k͟hatm karanā / mukammal karanā
to cook (ingredients until done),verb,a1,transitive,پَکَانَا / بَنَانَا / تَییَارَ کَرَنَا,pakānā / banānā / taiyār karanā
"to correct (a mistake, error)",verb,a1,transitive,ٹھِیکَ کَرَنَا / سَہِی کَرَنَا / دُرُسْتَ کَرَنَا,ṭhīk karanā / sahī karanā / durust karanā
"to correct (behavior, reprimand)",verb,a1,transitive,سُدھَارَنَا / دُرُسْتَ کَرَنَا / سَرَزَن٘شَ کَرَنَا,sudhāranā / durust karanā / sarazaṁśa karanā
"to cry (to weep, sob)",verb,a1,intransitive,رونَا / آن٘سُو بَہَانَا / گِرِیَا کَرَنَا,rōnā / ām̐sū bahānā / giriyā karanā
to dance,verb,a1,intransitive,نَاچَنَا / رَقْسَ کَرَنَا,nācanā / raqs karanā
to decide,verb,a1,transitive,تَیَ کَرَنَا / فَیسَلَا کَرَنَا / اِرَادَا کَرَنَا,tay karanā / faisalā karanā / irādā karanā
to describe,verb,a1,transitive,بَیَانَ کَرَنَا / وَجَاہَتَ کَرَنَا / تَوسِیفَ کَرَنَا,bayān karanā / vajāhat karanā / tausīf karanā
"to die (pass away, formal)",verb,a1,intransitive,مَرَنَا / اِن٘تَقَالَ کَرَنَا / وَفَاتَ پَانَا,maranā / iṁtaqāl karanā / vafāt pānā
"to discuss (informal, to talk about)",verb,a1,transitive,بَاتَ کَرَنَا / گُفْتَگُو کَرَنَا / بَہَسَ کَرَنَا,bāt karanā / guftagū karanā / bahas karanā
to do,auxiliary verb,a1,transitive,کَرَنَا,karanā
to do (as part of a compound verb or for emphasis),auxiliary verb,a1,transitive,کَرَنَا,karanā
to do (general action),verb,a1,transitive,کَرَنَا,karanā
to do (suffice),auxiliary verb,a1,intransitive,کَافِی ہونَا / چَلَنَا,kāfī hōnā / calanā
"to draw (a picture, sketch)",verb,a1,transitive,تَسْوِیرَ بَنَانَا / خَاکَا کھِین٘چَنَا / نَقْشَا بَنَانَا,tasvīr banānā / k͟hākā khīṁcanā / naqśā banānā
"to draw (to pull, drag)",verb,a1,transitive,کھِین٘چَنَا / گھَسِیٹَنَا,khīṁcanā / ghasīṭanā
"to draw, paint a picture",verb,a1,transitive,تَسْوِیرَ بَنَانَا / رَن٘گَنَا / مُسَوِّرِی کَرَنَا,tasvīr banānā / raṁganā / musavvirī karanā
to dress (oneself),verb,a1,intransitive,کَپَڑے پَہَنَنَا / تَییَارَ ہونَا / لِبَاسَ پَہَنَنَا,kapaṛē pahananā / taiyār hōnā / libās pahananā
to dress (someone else),verb,a1,transitive,کَپَڑے پَہَنَانَا / تَییَارَ کَرَنَا / لِبَاسَ پَہَنَانَا,kapaṛē pahanānā / taiyār karanā / libās pahanānā
to drink,verb,a1,transitive,پِینَا,pīnā
"to drink (liquid medicine, beverage)",verb,a1,transitive,پِینَا / نوشَ کَرَنَا,pīnā / nōśa karanā
to drive (a vehicle),verb,a1,transitive,چَلَانَا / گَاڑِی چَلَانَا,calānā / gāṛī calānā
to drive (force forward),verb,a1,transitive,ہَان٘کَنَا / چَلَانَا / دھَکیلَنَا,hām̐kanā / calānā / dhakēlanā
"to eat (pills, food)",verb,a1,transitive,کھَانَا / نوشَ کَرَنَا,khānā / nōśa karanā
to eat (respectful),verb,a1,transitive,تَنَاوُلَ کَرَنَا / نوشَ فَرَمَانَا,tanāvul karanā / nōśa faramānā
to email,verb,a1,transitive,اِیمیلَ کَرَنَا / اِی-میلَ بھیجَنَا,īmēl karanā / ī-mēl bhējanā
to end (to finish doing something),verb,a1,transitive,خَتْمَ کَرَنَا / تَمَامَ کَرَنَا / اَن٘جَامَ دینَا,k͟hatm karanā / tamām karanā / aṁjām dēnā
to end (to stop or conclude),verb,a1,intransitive,خَتْمَ ہونَا / تَمَامَ ہونَا / اَن٘جَامَ پَانَا,k͟hatm hōnā / tamām hōnā / aṁjām pānā
to exercise (physical activity),verb,a1,intransitive,کَسَرَتَ کَرَنَا / وَرْزِشَ کَرَنَا,kasarat karanā / varziśa karanā
to explain,verb,a1,transitive,سَمَجھَانَا / وَجَاہَتَ کَرَنَا / تَشَرِیہَ کَرَنَا,samajhānā / vajāhat karanā / taśarīh karanā
to fall,verb,a1,intransitive,گِرَنَا / پَڑَنَا,giranā / paṛanā
to feel (a state or emotion),verb,a1,intransitive,مَہَسُوسَ کَرَنَا / لَگَنَا,mahasūs karanā / laganā
to feel (to touch and perceive),verb,a1,transitive,چھُونَا / مَہَسُوسَ کَرَنَا,chūnā / mahasūs karanā
"to fill (a form, application)",verb,a1,transitive,بھَرَنَا / پُورَ کَرَنَا / تَکَمِیلَ کَرَنَا,bharanā / pūr karanā / takamīl karanā
