id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
3467,"due (required, owed)",adjective,b1,nan,చెల్లించవలసిన / బాకీ ఉన్న / రావాల్సిన,celliṁcavalasina / bākī unna / rāvālsina
3468,dust,noun,b1,nan,దుమ్ము / ధూళి / మట్టి,dummu / dhūḷi / maṭṭi
3469,duty,noun,b1,nan,బాధ్యత / విధి / కర్తవ్యం,bādhyata / vidhi / kartavyaṁ
3470,duty (moral obligation),noun,b1,nan,నైతిక బాధ్యత / ధర్మం / కర్తవ్యం,naitika bādhyata / dharmaṁ / kartavyaṁ
3471,"duty (obligation, task)",noun,b1,nan,పని / బాధ్యత / విధి,pani / bādhyata / vidhi
3472,"duty (tax, tariff)",noun,b1,nan,సుంకం / పన్ను / డ్యూటీ,suṁkaṁ / pannu / ḍyūṭī
3473,earthquake,noun,b1,nan,భూకంపం / ధరాకంపం,bhūkaṁpaṁ / dharākaṁpaṁ
3474,economic,adjective,b1,nan,ఆర్థిక / ఆర్థికపరమైన,ārthika / ārthikaparamaina
3475,economy (financial system),noun,b1,nan,ఆర్థిక వ్యవస్థ / ఎకానమీ,ārthika vyavastha / ekānamī
3476,economy (frugality),noun,b1,nan,పొదుపు / మితవ్యయం,podupu / mitavyayaṁ
3477,edge (advantage),noun,b1,nan,పైచేయి / లాభం / అడ్వాంటేజ్,paicēyi / lābhaṁ / aḍvāṁṭēj
3478,edge (of a knife or blade),noun,b1,nan,పదును / అంచు,padunu / aṁcu
3479,edge (physical boundary),noun,b1,nan,అంచు / చివర / ఒడ్డు,aṁcu / civara / oḍḍu
3480,editor (publication staff),noun,b1,nan,సంపాదకుడు / ఎడిటర్,saṁpādakuḍu / eḍiṭar
3481,editor (software tool),noun,b1,nan,ఎడిటర్ / సవరణ సాధనం,eḍiṭar / savaraṇa sādhanaṁ
3482,educational,adjective,b1,nan,విద్యా సంబంధిత / విద్యాపరమైన / విద్యాదాయకమైన,vidyā saṁbaṁdhita / vidyāparamaina / vidyādāyakamaina
3483,"effective (operational, in force)",adjective,b1,nan,అమలులో ఉన్న / వర్తించే / చెల్లుబాటు అయ్యే,amalulō unna / vartiṁcē / cellubāṭu ayyē
3484,effective (producing results),adjective,b1,nan,ప్రభావవంతమైన / ఫలితాలనిచ్చే / సమర్థవంతమైన,prabhāvavaṁtamaina / phalitālaniccē / samarthavaṁtamaina
3485,effectively (producing results),adverb,b1,nan,ప్రభావవంతంగా / ఫలితవంతంగా / సమర్థవంతంగా,prabhāvavaṁtaṁgā / phalitavaṁtaṁgā / samarthavaṁtaṁgā
3486,"effectively (virtually, in essence)",adverb,b1,nan,వాస్తవంగా / సారాంశంలో / ఆచరణలో,vāstavaṁgā / sārāṁśaṁlō / ācaraṇalō
3487,effects (personal belongings),noun,b1,nan,వస్తువులు / సామాను / సొంత వస్తువులు,vastuvulu / sāmānu / soṁta vastuvulu
3488,"effort (attempt, endeavor)",noun,b1,nan,ప్రయత్నం / కృషి / యత్నం,prayatnaṁ / kr̥ṣi / yatnaṁ
3489,"effort (hard work, toil)",noun,b1,nan,కృషి / శ్రమ / కష్టం,kr̥ṣi / śrama / kaṣṭaṁ
3490,election,noun,b1,nan,ఎన్నిక / ఎలక్షన్,ennika / elakṣan
3491,"electric (exciting, charged atmosphere)",adjective,b1,nan,ఉత్సాహభరితమైన / ఉత్తేజకరమైన / విద్యుత్ లాంటి,utsāhabharitamaina / uttējakaramaina / vidyut lāṁṭi
3492,element (part of a whole),noun,b1,nan,భాగం / అంశం / మూలకం,bhāgaṁ / aṁśaṁ / mūlakaṁ
3493,embarrassed (ashamed),adjective,b1,nan,సిగ్గుపడిన / అవమానపడిన / లజ్జపడిన,siggupaḍina / avamānapaḍina / lajjapaḍina
3494,embarrassed (awkwardly shy),adjective,b1,nan,ఇబ్బందిపడిన / సిగ్గుపడిన / మొహమాటపడిన,ibbaṁdipaḍina / siggupaḍina / mohamāṭapaḍina
3495,"embarrassing (humiliating, disgraceful)",adjective,b1,nan,అవమానకరమైన / సిగ్గుచేటైన / ఇబ్బందికరమైన,avamānakaramaina / siggucēṭaina / ibbaṁdikaramaina
3496,"emergency (sudden crisis, medical need)",noun,b1,nan,అత్యవసర పరిస్థితి / ఆపద / ఎమర్జెన్సీ,atyavasara paristhiti / āpada / emarjensī
3497,"employee (subordinate, junior worker)",noun,b1,nan,ఉద్యోగి / కార్మికుడు / సేవకుడు,udyōgi / kārmikuḍu / sēvakuḍu
3498,employment (having a job),noun,b1,nan,ఉద్యోగం / ఉపాధి / పని,udyōgaṁ / upādhi / pani
3499,enemy,noun,b1,nan,శత్రువు / విరోధి / పగవాడు,śatruvu / virōdhi / pagavāḍu
3500,"engaged (betrothed, committed to marry)",adjective,b1,nan,నిశ్చితార్థం అయిన / పెళ్ళి కుదిరిన / నిశ్చయమైన,niścitārthaṁ ayina / peḷḷi kudirina / niścayamaina
3501,"engaged (busy, occupied)",adjective,b1,nan,తీరికలేని / పనిలో ఉన్న / నిమగ్నమైన,tīrikalēni / panilō unna / nimagnamaina
3502,engineering (field of study),noun,b1,nan,ఇంజనీరింగ్ / యంత్రశాస్త్రం / సాంకేతిక శాస్త్రం,iṁjanīriṁg / yaṁtraśāstraṁ / sāṁkētika śāstraṁ
3503,entertainment,noun,b1,nan,వినోదం / కాలక్షేపం / ఆనందం,vinōdaṁ / kālakṣēpaṁ / ānaṁdaṁ
3504,entrance (act of entry),noun,b1,nan,ప్రవేశం / లోపలికి వెళ్ళడం,pravēśaṁ / lōpaliki veḷḷaḍaṁ
3505,"entrance (door, gate)",noun,b1,nan,ప్రవేశ ద్వారం / దారి / వాకిలి,pravēśa dvāraṁ / dāri / vākili
3506,"entry (access, doorway)",noun,b1,nan,ప్రవేశం / దారి / ద్వారం,pravēśaṁ / dāri / dvāraṁ
3507,"entry (record, item)",noun,b1,nan,నమోదు / అంశం / ఎంట్రీ,namōdu / aṁśaṁ / eṁṭrī
3508,environmental,adjective,b1,nan,పర్యావరణ సంబంధిత / పర్యావరణ,paryāvaraṇa saṁbaṁdhita / paryāvaraṇa
3509,episode (incident or event),noun,b1,nan,సంఘటన / ఘటన / సందర్భం,saṁghaṭana / ghaṭana / saṁdarbhaṁ
3510,"episode (narrative, medical)",noun,b1,nan,భాగం / ఎపిసోడ్ / ఘట్టం,bhāgaṁ / episōḍ / ghaṭṭaṁ
3511,"equal (in rights, status)",adjective,b1,nan,సమానమైన / సరిసమానమైన,samānamaina / sarisamānamaina
3512,equally,adverb,b1,nan,సమానంగా / సరిసమానంగా,samānaṁgā / sarisamānaṁgā
3513,"escape (diversion, relief)",noun,b1,nan,ఉపశమనం / విశ్రాంతి / వినోదం,upaśamanaṁ / viśrāṁti / vinōdaṁ
3514,essential (necessary),adjective,b1,nan,అవసరమైన / తప్పనిసరి అయిన / ముఖ్యమైన,avasaramaina / tappanisari ayina / mukhyamaina
3515,eventually (finally),adverb,b1,nan,చివరికి / అంతిమంగా / క్రమేణా,civariki / aṁtimaṁgā / kramēṇā
3516,"except (but, unless)",conjunction,b1,nan,తప్ప / కానీ / అయితే,tappa / kānī / ayitē
3517,except (excluding someone or something),conjunction,b1,nan,మినహా / తప్పించి / కాకుండా,minahā / tappiṁci / kākuṁḍā
3518,"exchange (financial market, institution)",noun,b1,nan,ఎక్స్ఛేంజ్ / మార్కెట్ / మార్పిడి కేంద్రం,ekschēṁj / mārkeṭ / mārpiḍi kēṁdraṁ
3519,"excitement (thrill, anticipation)",noun,b1,nan,ఉత్సాహం / ఆనందం / ఉద్వేగం,utsāhaṁ / ānaṁdaṁ / udvēgaṁ
3520,exhibition,noun,b1,nan,ప్రదర్శన / ఎగ్జిబిషన్ / మేళా,pradarśana / egjibiṣan / mēḷā
3521,expected (required),adjective,b1,nan,ఆశించిన / అంచనా వేసిన / కావలసిన,āśiṁcina / aṁcanā vēsina / kāvalasina
3522,"expedition (journey, exploration)",noun,b1,nan,యాత్ర / సాహసయాత్ర / అన్వేషణ,yātra / sāhasayātra / anvēṣaṇa
3523,expedition (military campaign),noun,b1,nan,దండయాత్ర / సైనిక చర్య / యుద్ధయాత్ర,daṁḍayātra / sainika carya / yuddhayātra
3524,experienced,adjective,b1,nan,అనుభవజ్ఞుడైన / అనుభవం ఉన్న / నేర్పరి అయిన,anubhavajñuḍaina / anubhavaṁ unna / nērpari ayina
3525,"expert (specialist, master)",noun,b1,nan,నిపుణుడు / నేర్పరి / పండితుడు / మేధావి,nipuṇuḍu / nērpari / paṁḍituḍu / mēdhāvi
3526,export,noun,b1,nan,ఎగుమతి / రవాణా,egumati / ravāṇā
3527,"extra (additional item, surplus)",adverb,b1,nan,అదనంగా / ఎక్కువగా / అధికంగా,adanaṁgā / ekkuvagā / adhikaṁgā
3528,"extra (charge, cost)",noun,b1,nan,అదనపు ఛార్జి / అదనపు ఖర్చు / అధిక రుసుము,adanapu chārji / adanapu kharcu / adhika rusumu
3529,extra (surplus item),noun,b1,nan,మిగులు / అదనపు వస్తువు / ఎక్కువైనది,migulu / adanapu vastuvu / ekkuvainadi
3530,"extraordinary (amazing, remarkable)",adjective,b1,nan,అసాధారణమైన / అద్భుతమైన / విశేషమైన / అపూర్వమైన,asādhāraṇamaina / adbhutamaina / viśēṣamaina / apūrvamaina
3531,fairly (equitably),adverb,b1,nan,న్యాయంగా / సమంగా / నిష్పక్షపాతంగా,nyāyaṁgā / samaṁgā / niṣpakṣapātaṁgā
3532,"fairly (quite, somewhat)",adverb,b1,nan,కొంతవరకు / చాలావరకు / తగినంతగా,koṁtavaraku / cālāvaraku / taginaṁtagā
3533,familiar (improperly casual),adjective,b1,nan,చనువుగా / అతి చనువు / అతి సన్నిహితమైన,canuvugā / ati canuvu / ati sannihitamaina
3534,"familiar (intimate, close)",adjective,b1,nan,తెలిసిన / పరిచయం ఉన్న / సన్నిహితమైన / సుపరిచితమైన,telisina / paricayaṁ unna / sannihitamaina / suparicitamaina
3535,"fancy (luxurious, elaborate)",adjective,b1,nan,విలాసవంతమైన / అలంకరించిన / ఆడంబరమైన / అద్భుతమైన,vilāsavaṁtamaina / alaṁkariṁcina / āḍaṁbaramaina / adbhutamaina
3536,fantastic (imaginary),adjective,b1,nan,కల్పితమైన / ఊహాజనితమైన / అవాస్తవమైన,kalpitamaina / ūhājanitamaina / avāstavamaina
3537,far (adjective modifying a noun),adjective,b1,nan,దూరమైన / సుదూర,dūramaina / sudūra
3538,far (spatial distance),adjective,b1,nan,దూరంగా / చాలా దూరం / సుదూరమైన,dūraṁgā / cālā dūraṁ / sudūramaina
3539,fascinating (captivating),adjective,b1,nan,ఆకర్షణీయమైన / మంత్రముగ్ధమైన / మోహకమైన,ākarṣaṇīyamaina / maṁtramugdhamaina / mōhakamaina
3540,fascinating (very interesting),adjective,b1,nan,చాలా ఆసక్తికరమైన / ఆసక్తికరమైన / అద్భుతమైన,cālā āsaktikaramaina / āsaktikaramaina / adbhutamaina
3541,"fashionable (currently trendy, popular)",adjective,b1,nan,ఫ్యాషనబుల్ / ఆధునికమైన / ప్రచారంలో ఉన్న,phyāṣanabul / ādhunikamaina / pracāraṁlō unna
3542,fashionable (of clothing or style),adjective,b1,nan,ఫ్యాషనబుల్ / ఆధునిక శైలి / కొత్త పోకడ,phyāṣanabul / ādhunika śaili / kotta pōkaḍa
3543,favour (kind deed),noun,b1,nan,సహాయం / ఉపకారం / మేలు,sahāyaṁ / upakāraṁ / mēlu
3544,favour (support or approval),noun,b1,nan,మద్దతు / అనుకూలం / ఆమోదం,maddatu / anukūlaṁ / āmōdaṁ
3545,fence,noun,b1,nan,కంచె / ప్రహరీ / వేలి,kaṁce / praharī / vēli
3546,field (area of study),noun,b1,nan,రంగం / విషయం / క్షేత్రం,raṁgaṁ / viṣayaṁ / kṣētraṁ
3547,"fighting (warfare, military conflict)",noun,b1,nan,యుద్ధం / పోరాటం / ఘర్షణ,yuddhaṁ / pōrāṭaṁ / gharṣaṇa
3548,"file (document, data)",noun,b1,nan,ఫైల్ / దస్త్రం / పత్రం,phail / dastraṁ / patraṁ
3549,file (tool),noun,b1,nan,అరం / రాపిడి సాధనం,araṁ / rāpiḍi sādhanaṁ
3550,financial,adjective,b1,nan,ఆర్థిక,ārthika
3551,fine (monetary punishment),noun,b1,nan,జరిమానా,jarimānā
3552,fitness (physical health),noun,b1,nan,ఆరోగ్యం / దేహదారుఢ్యం / ఫిట్‌నెస్,ārōgyaṁ / dēhadāruḍhyaṁ / phiṭnes
3553,fitness (suitability),noun,b1,nan,అనుకూలత / యోగ్యత,anukūlata / yōgyata
3554,"fixed (repaired, mended)",adjective,b1,nan,బాగుచేసిన / సరిచేసిన,bāgucēsina / saricēsina
3555,"fixed (set, unchanging)",adjective,b1,nan,స్థిరమైన / నిర్ణీత,sthiramaina / nirṇīta
3556,flag,noun,b1,nan,జెండా / పతాకం,jeṁḍā / patākaṁ
3557,"flood (large quantity, arrival)",noun,b1,nan,ప్రవాహం / ఉప్పెన,pravāhaṁ / uppena
3558,flour,noun,b1,nan,పిండి,piṁḍi
3559,flow (of traffic or data),noun,b1,nan,ప్రవాహం / రద్దీ,pravāhaṁ / raddī
3560,"focus (main theme, central point)",noun,b1,nan,కేంద్రం / ప్రధానాంశం / దృష్టి,kēṁdraṁ / pradhānāṁśaṁ / dr̥ṣṭi
3561,folk,adjective,b1,nan,జానపద,jānapada
3562,folk (as in folk art),adjective,b1,nan,జానపద,jānapada
3563,"folk (family, parents)",noun,b1,nan,ప్రజలు / బంధువులు / తల్లిదండ్రులు,prajalu / baṁdhuvulu / tallidaṁḍrulu
3564,following (supporters),noun,b1,nan,అనుచరులు / మద్దతుదారులు / అభిమానులు,anucarulu / maddatudārulu / abhimānulu
3565,"force (organized body, military)",noun,b1,nan,దళం / సైన్యం,daḷaṁ / sainyaṁ
3566,force (physical strength),noun,b1,nan,బలం / శక్తి,balaṁ / śakti
3567,forever (Exaggeration),adverb,b1,nan,ఎప్పటికీ / యుగాలపాటు,eppaṭikī / yugālapāṭu
3568,"forever (long time, always)",adverb,b1,nan,ఎప్పటికీ / శాశ్వతంగా,eppaṭikī / śāśvataṁgā
3569,"forever (Standard, Eternal)",adverb,b1,nan,శాశ్వతంగా / నిరంతరం,śāśvataṁgā / niraṁtaraṁ
3570,"frame (body structure, physique)",noun,b1,nan,శరీరం / దేహం / కాయం,śarīraṁ / dēhaṁ / kāyaṁ
3571,"frame (of glasses, spectacles)",noun,b1,nan,ఫ్రేమ్ / కళ్ళజోడు చట్రం,phrēm / kaḷḷajōḍu caṭraṁ
3572,frequently (repeatedly),adverb,b1,nan,తరచుగా / మాటిమాటికి,taracugā / māṭimāṭiki
3573,"friendship (casual, colloquial)",noun,b1,nan,స్నేహం / దోస్తీ,snēhaṁ / dōstī
3574,frightened (startled),adjective,b1,nan,భయపడిన / బెదిరిన,bhayapaḍina / bedirina
3575,frightening,adjective,b1,nan,భయంకరమైన / భయానకమైన / భయపెట్టే,bhayaṁkaramaina / bhayānakamaina / bhayapeṭṭē
3576,frozen (iced solid),adjective,b1,nan,గడ్డకట్టిన / స్తంభించిన,gaḍḍakaṭṭina / staṁbhiṁcina
3577,"frozen (motionless, stuck)",adjective,b1,nan,స్తంభించిన / కదలకుండా ఉన్న,staṁbhiṁcina / kadalakuṁḍā unna
3578,"function (role, purpose)",noun,b1,nan,పని / విధి / ప్రయోజనం,pani / vidhi / prayōjanaṁ
3579,function (social event),noun,b1,nan,కార్యక్రమం / వేడుక / ఉత్సవం,kāryakramaṁ / vēḍuka / utsavaṁ
3580,fur,noun,b1,nan,బొచ్చు / రోమాలు,boccu / rōmālu
3581,fur (material or garment),noun,b1,nan,బొచ్చు దుస్తులు / బొచ్చు కోటు,boccu dustulu / boccu kōṭu
3582,further (at a greater distance),adverb,b1,nan,మరింత దూరం / ఇంకా దూరం,mariṁta dūraṁ / iṁkā dūraṁ
3583,further (in addition; moreover),adverb,b1,nan,ఇంకా / అంతేకాకుండా / అదనంగా,iṁkā / aṁtēkākuṁḍā / adanaṁgā
3584,garage (repair shop),noun,b1,nan,గ్యారేజ్ / వాహన మరమ్మతు కేంద్రం,gyārēj / vāhana marammatu kēṁdraṁ
3585,generally (broadly speaking),adverb,b1,nan,సాధారణంగా / స్థూలంగా చెప్పాలంటే,sādhāraṇaṁgā / sthūlaṁgā ceppālaṁṭē
3586,generally (most of the time),adverb,b1,nan,సాధారణంగా / ఎక్కువగా / తరచుగా,sādhāraṇaṁgā / ekkuvagā / taracugā
3587,generation (act of producing),noun,b1,nan,ఉత్పత్తి / సృష్టి / జననం,utpatti / sr̥ṣṭi / jananaṁ
3588,generation (cohort of people),noun,b1,nan,తరం / పరంపర,taraṁ / paraṁpara
3589,"generous (of size, amount)",adjective,b1,nan,పెద్ద / ఎక్కువ / ఉదారమైన,pedda / ekkuva / udāramaina
3590,"gentle (mild, non-physical, weather)",adjective,b1,nan,మృదువైన / సున్నితమైన / తేలికైన,mr̥duvaina / sunnitamaina / tēlikaina
3591,"gentle (mild, physical)",adjective,b1,nan,మృదువైన / సున్నితమైన / నెమ్మదైన,mr̥duvaina / sunnitamaina / nemmadaina
3592,gentle (of character),adjective,b1,nan,సౌమ్యమైన / శాంతమైన / దయగల,saumyamaina / śāṁtamaina / dayagala
3593,"gentleman (as formal address, appellation)",noun,b1,nan,పెద్ద మనిషి / మహాశయా / గౌరవనీయులు,pedda maniṣi / mahāśayā / gauravanīyulu
3594,gentleman (singular noun),noun,b1,nan,పెద్ద మనిషి / సజ్జనుడు / గౌరవనీయుడు,pedda maniṣi / sajjanuḍu / gauravanīyuḍu
3595,ghost (malevolent spirit),noun,b1,nan,దెయ్యం / భూతం / పిశాచి,deyyaṁ / bhūtaṁ / piśāci
3596,ghost (spirit of a dead person),noun,b1,nan,ఆత్మ / దెయ్యం / భూతం,ātma / deyyaṁ / bhūtaṁ
3597,giant,adjective,b1,nan,భారీ / పెద్ద / మహా,bhārī / pedda / mahā
3598,giant (mythological being or very large person),noun,b1,nan,రాక్షసుడు / మహాకాయుడు,rākṣasuḍu / mahākāyuḍu
3599,glad (willing or happy to assist),adjective,b1,nan,సంతోషంగా ఉన్న / ఆనందంగా ఉన్న / సిద్ధంగా ఉన్న,saṁtōṣaṁgā unna / ānaṁdaṁgā unna / siddhaṁgā unna
3625,heavily (raining),adverb,b1,nan,బాగా / దట్టంగా / ధారాపాతంగా,bāgā / daṭṭaṁgā / dhārāpātaṁgā
3626,"heavily (significantly, extensively)",adverb,b1,nan,బాగా / ఎక్కువగా / విస్తృతంగా / గణనీయంగా,bāgā / ekkuvagā / vistr̥taṁgā / gaṇanīyaṁgā
3627,"heavily (with effort, burden)",adverb,b1,nan,బరువుగా / కష్టంగా / భారంగా,baruvugā / kaṣṭaṁgā / bhāraṁgā
3628,helicopter,noun,b1,nan,హెలికాప్టర్ / భ్రమణ విమానం,helikāpṭar / bhramaṇa vimānaṁ
3629,highlight (main point),noun,b1,nan,ముఖ్యాంశం / ప్రధానాంశం / హైలైట్,mukhyāṁśaṁ / pradhānāṁśaṁ / hailaiṭ
3630,highly,adverb,b1,nan,అత్యంత / చాలా / ఎక్కువగా / మిక్కిలి,atyaṁta / cālā / ekkuvagā / mikkili
3631,historic,adjective,b1,nan,చారిత్రక / చరిత్రలో నిలిచిపోయే / ఐతిహాసిక,cāritraka / caritralō nilicipōyē / aitihāsika
3632,historical,adjective,b1,nan,చారిత్రక / చరిత్రకు సంబంధించిన,cāritraka / caritraku saṁbaṁdhiṁcina
3633,honest,adjective,b1,nan,నిజాయితీగల / నిజాయితీ అయిన / నిష్కపటమైన / సత్యసంధమైన,nijāyitīgala / nijāyitī ayina / niṣkapaṭamaina / satyasaṁdhamaina
3634,"horrible (awful, very unpleasant)",adjective,b1,nan,భయంకరమైన / దారుణమైన / అసహ్యకరమైన,bhayaṁkaramaina / dāruṇamaina / asahyakaramaina
3635,"horrible (dreadful, terrifying)",adjective,b1,nan,భయంకరమైన / భీకరమైన / భయానకమైన,bhayaṁkaramaina / bhīkaramaina / bhayānakamaina
3636,horrible (feeling ill),adjective,b1,nan,చాలా బాలేదు / ఆరోగ్యం బాగాలేదు / జబ్బుగా ఉంది,cālā bālēdu / ārōgyaṁ bāgālēdu / jabbugā uṁdi
3637,horror (genre),noun,b1,nan,హారర్ / భయానక / భయానక రకం,hārar / bhayānaka / bhayānaka rakaṁ
3638,"host (female, hostess)",noun,b1,nan,ఆతిథ్యురాలు / హోస్టెస్ / వ్యాఖ్యాత్రి,ātithyurālu / hōsṭes / vyākhyātri
3639,"human (humane, compassionate)",adjective,b1,nan,మానవతావాద / దయగల / మానవీయమైన,mānavatāvāda / dayagala / mānavīyamaina
3640,hurricane,noun,b1,nan,హరికేన్ / పెనుతుఫాను / ప్రచండ వాయుగుండం,harikēn / penutuphānu / pracaṁḍa vāyuguṁḍaṁ
3641,hurry,noun,b1,nan,తొందర / ఆతృత / హడావిడి,toṁdara / ātr̥ta / haḍāviḍi
3642,hurt (saddened),adjective,b1,nan,బాధపడిన / మనస్తాపం చెందిన / దుఃఖించిన,bādhapaḍina / manastāpaṁ ceṁdina / duḥkhiṁcina
3643,"identity (proof, documentation)",noun,b1,nan,గుర్తింపు / గుర్తింపు పత్రం / ఐడెంటిటీ,gurtiṁpu / gurtiṁpu patraṁ / aiḍeṁṭiṭī
3644,ill (bad or unfavorable),adjective,b1,nan,చెడు / ప్రతికూల / అశుభకరమైన,ceḍu / pratikūla / aśubhakaramaina
3645,illegal,adjective,b1,nan,చట్టవిరుద్ధమైన / అక్రమ / నిషిద్ధమైన,caṭṭaviruddhamaina / akrama / niṣiddhamaina
3646,image (reputation),noun,b1,nan,ప్రతిష్ట / పేరు / ఇమేజ్ / కీర్తి,pratiṣṭa / pēru / imēj / kīrti
3647,imaginary (illusory),adjective,b1,nan,ఊహాజనిత / కల్పిత / భ్రమ కలిగించే,ūhājanita / kalpita / bhrama kaligiṁcē
3648,immediate (closest),adjective,b1,nan,తక్షణ / సమీప / ఆసన్న,takṣaṇa / samīpa / āsanna
3649,immigrant,noun,b1,nan,వలసదారుడు / వలస వచ్చిన వ్యక్తి / ఇమ్మిగ్రెంట్,valasadāruḍu / valasa vaccina vyakti / immigreṁṭ
3650,impact (collision),noun,b1,nan,తాకిడి / ఢీకొనడం / ఘాతం,tākiḍi / ḍhīkonaḍaṁ / ghātaṁ
3651,impact (influence),noun,b1,nan,ప్రభావం / ఫలితం,prabhāvaṁ / phalitaṁ
3652,"import (goods, trade)",noun,b1,nan,దిగుమతి,digumati
3653,"importance (significance, weight)",noun,b1,nan,ప్రాముఖ్యత / ముఖ్యం / విశిష్టత,prāmukhyata / mukhyaṁ / viśiṣṭata
3654,impression (effect on mind),noun,b1,nan,ముద్ర / ప్రభావం / భావం,mudra / prabhāvaṁ / bhāvaṁ
3655,"impression (opinion, view)",noun,b1,nan,అభిప్రాయం / భావన,abhiprāyaṁ / bhāvana
3656,impression (physical mark),noun,b1,nan,ముద్ర / గుర్తు / అచ్చు,mudra / gurtu / accu
3657,impressive,adjective,b1,nan,ఆకట్టుకునే / అద్భుతమైన / ప్రశంసనీయం,ākaṭṭukunē / adbhutamaina / praśaṁsanīyaṁ
3658,improvement,noun,b1,nan,మెరుగుదల / అభివృద్ధి / ఉన్నతి,merugudala / abhivr̥ddhi / unnati
3659,"incredibly (extremely, very)",adverb,b1,nan,చాలా / అత్యంత / విపరీతంగా,cālā / atyaṁta / viparītaṁgā
3660,incredibly (unbelievably),adverb,b1,nan,నమ్మశక్యం కాని విధంగా / అద్భుతంగా,nammaśakyaṁ kāni vidhaṁgā / adbhutaṁgā
3661,indeed (to a high degree),adverb,b1,nan,నిజంగా / ఖచ్చితంగా / వాస్తవానికి,nijaṁgā / khaccitaṁgā / vāstavāniki
3662,"indeed (truly, in fact)",adverb,b1,nan,నిజానికి / వాస్తవానికి / నిజంగా,nijāniki / vāstavāniki / nijaṁgā
3663,indirect,adjective,b1,nan,పరోక్ష / అప్రత్యక్ష,parōkṣa / apratyakṣa
3664,indoor,adjective,b1,nan,ఇంటి లోపల / లోపలి / అంతర్గత,iṁṭi lōpala / lōpali / aṁtargata
3665,indoors,adverb,b1,nan,లోపల / ఇంటి లోపల,lōpala / iṁṭi lōpala
3666,"industry (diligence, hard work)",noun,b1,nan,కృషి / శ్రద్ధ / పరిశ్రమ,kr̥ṣi / śraddha / pariśrama
3667,influence,noun,b1,nan,ప్రభావం / పలుకుబడి,prabhāvaṁ / palukubaḍi
3668,"injured (feelings, pride)",adjective,b1,nan,బాధపడిన / మనస్తాపం చెందిన / గాయపడిన,bādhapaḍina / manastāpaṁ ceṁdina / gāyapaḍina
3669,inner clothing,noun,b1,nan,లోదుస్తులు / లోపలి దుస్తులు,lōdustulu / lōpali dustulu
3670,"innocent (naive, pure)",adjective,b1,nan,అమాయక / నిష్కల్మష / నిష్కపట,amāyaka / niṣkalmaṣa / niṣkapaṭa
3671,"innocent (not guilty, legally)",adjective,b1,nan,నిర్దోషి / నిరపరాధి / దోషి కాని,nirdōṣi / niraparādhi / dōṣi kāni
3672,"inside (the inner part, interior)",noun,b1,nan,లోపలి భాగం / అంతర్భాగం,lōpali bhāgaṁ / aṁtarbhāgaṁ
3673,insurance claim,noun,b1,nan,బీమా దావా / ఇన్సూరెన్స్ క్లెయిమ్,bīmā dāvā / insūrens kleyim
3674,intention (firm resolve),noun,b1,nan,ఉద్దేశం / సంకల్పం / ఆశయం,uddēśaṁ / saṁkalpaṁ / āśayaṁ
3675,interested (having a stake),adjective,b1,nan,సంబంధిత / ప్రమేయం ఉన్న / భాగస్వామ్యం ఉన్న,saṁbaṁdhita / pramēyaṁ unna / bhāgasvāmyaṁ unna
3676,"interested (vested interest, involved party)",adjective,b1,nan,ప్రమేయం ఉన్న / సంబంధిత / భాగస్వామ్యం ఉన్న,pramēyaṁ unna / saṁbaṁdhita / bhāgasvāmyaṁ unna
3677,involved (complicated),adjective,b1,nan,సంక్లిష్టమైన / క్లిష్టమైన / చిక్కుముడి పడిన,saṁkliṣṭamaina / kliṣṭamaina / cikkumuḍi paḍina
3678,involved (participating),adjective,b1,nan,పాల్గొన్న / పాలుపంచుకున్న / ప్రమేయం ఉన్న,pālgonna / pālupaṁcukunna / pramēyaṁ unna
3679,iron (appliance),noun,b1,nan,ఇస్త్రీ పెట్టె / ఇస్త్రీ,istrī peṭṭe / istrī
3680,iron (metal),noun,b1,nan,ఇనుము,inumu
3681,"issue (problem, topic)",noun,b1,nan,సమస్య / విషయం / అంశం,samasya / viṣayaṁ / aṁśaṁ
3682,issue (publication edition),noun,b1,nan,సంచిక / ప్రచురణ,saṁcika / pracuraṇa
3683,"it (distal or general, abstract reference)",noun,b1,nan,అది,adi
3684,it (proximal),noun,b1,nan,ఇది,idi
3685,journal (diary),noun,b1,nan,డైరీ / దినచర్య పుస్తకం,ḍairī / dinacarya pustakaṁ
3686,journal (periodical),noun,b1,nan,పత్రిక / జర్నల్,patrika / jarnal
3687,journal (professional),noun,b1,nan,జర్నల్ / వృత్తిపర పత్రిక,jarnal / vr̥ttipara patrika
3688,journalist (female correspondent),noun,b1,nan,జర్నలిస్టు / మహిళా విలేఖరి / విలేఖరి,jarnalisṭu / mahiḷā vilēkhari / vilēkhari
3689,judge,noun,b1,nan,న్యాయనిర్ణేత / తీర్పరి / న్యాయమూర్తి,nyāyanirṇēta / tīrpari / nyāyamūrti
3690,judge (legal or general),noun,b1,nan,న్యాయమూర్తి / తీర్పరి / న్యాయనిర్ణేత,nyāyamūrti / tīrpari / nyāyanirṇēta
3691,just (a moment ago),adjective,b1,nan,ఇప్పుడే / కొద్దిసేపటి క్రితం,ippuḍē / koddisēpaṭi kritaṁ
